Limit Breached,Result Date,Parameter,Sample Point,Result
False,2025-08-10 11:00:00,Temperature,ZONE_BC_NODE_13,14.0
False,2025-08-10 10:50:00,"Chlorine, Free",ZONE_CN_NODE_11,0.62
False,2025-08-10 10:50:00,"Chlorine, Total",ZONE_CN_NODE_11,0.72
False,2025-08-10 10:50:00,pH field,ZONE_CN_NODE_11,8.3
False,2025-08-10 10:50:00,Temperature,ZONE_CN_NODE_11,14.8
False,2025-08-10 10:30:00,"Chlorine, Free",ZONE_CZ_NODE_35,0.49
False,2025-08-10 10:30:00,"Chlorine, Total",ZONE_CZ_NODE_35,0.6
False,2025-08-10 10:30:00,pH field,ZONE_CZ_NODE_35,8.5
False,2025-08-10 10:30:00,Temperature,ZONE_CZ_NODE_35,16.2
False,2025-08-10 10:20:00,"Chlorine, Free",ZONE_CZ_NODE_01,0.53
False,2025-08-10 10:20:00,"Chlorine, Total",ZONE_CZ_NODE_01,0.63
False,2025-08-10 10:20:00,pH field,ZONE_CZ_NODE_01,8.4
False,2025-08-10 10:20:00,Temperature,ZONE_CZ_NODE_01,16.2
False,2025-08-10 10:15:00,"Chlorine, Free",ZONE_BC_NODE_03,0.71
False,2025-08-10 10:15:00,"Chlorine, Total",ZONE_BC_NODE_03,0.86
False,2025-08-10 10:15:00,pH field,ZONE_BC_NODE_03,7.8
False,2025-08-10 10:15:00,Temperature,ZONE_BC_NODE_03,12.7
False,2025-08-10 09:50:00,"Chlorine, Free",ZONE_AH_NODE_02,0.63
False,2025-08-10 09:50:00,"Chlorine, Total",ZONE_AH_NODE_02,0.75
False,2025-08-10 09:50:00,pH field,ZONE_AH_NODE_02,7.7
False,2025-08-10 09:50:00,Temperature,ZONE_AH_NODE_02,14.8
False,2025-08-10 09:45:00,"Chlorine, Free",ZONE_BC_NODE_08,1.2
False,2025-08-10 09:45:00,"Chlorine, Total",ZONE_BC_NODE_08,1.4
False,2025-08-10 09:45:00,pH field,ZONE_BC_NODE_08,7.6
False,2025-08-10 09:45:00,Temperature,ZONE_BC_NODE_08,13.7
False,2025-08-10 09:35:00,"Chlorine, Free",ZONE_AR_NODE_08,0.69
False,2025-08-10 09:35:00,"Chlorine, Total",ZONE_AR_NODE_08,0.78
False,2025-08-10 09:35:00,pH field,ZONE_AR_NODE_08,7.8
False,2025-08-10 09:35:00,Temperature,ZONE_AR_NODE_08,14.9
False,2025-08-10 09:20:00,"Chlorine, Free",ZONE_AH_NODE_11,0.58
False,2025-08-10 09:20:00,"Chlorine, Total",ZONE_AH_NODE_11,0.68
False,2025-08-10 09:20:00,Temperature,ZONE_AH_NODE_11,15.2
False,2025-08-10 09:20:00,pH field,ZONE_AH_NODE_11,7.8
False,2025-08-10 09:00:00,"Chlorine, Free",ZONE_CZ_NODE_08,0.36
False,2025-08-10 09:00:00,"Chlorine, Total",ZONE_CZ_NODE_08,0.46
False,2025-08-10 09:00:00,pH field,ZONE_CZ_NODE_08,7.5
False,2025-08-10 09:00:00,Temperature,ZONE_CZ_NODE_08,17.7
False,2025-08-10 08:45:00,"Chlorine, Free",ZONE_Y_NODE_01,0.91
False,2025-08-10 08:45:00,"Chlorine, Total",ZONE_Y_NODE_01,1.2
False,2025-08-10 08:45:00,pH field,ZONE_Y_NODE_01,7.5
False,2025-08-10 08:45:00,Temperature,ZONE_Y_NODE_01,10.7
False,2025-08-10 08:45:00,"Chlorine, Free",ZONE_CZ_NODE_28,0.47
False,2025-08-10 08:45:00,"Chlorine, Total",ZONE_CZ_NODE_28,0.57
False,2025-08-10 08:45:00,Temperature,ZONE_CZ_NODE_28,14.5
False,2025-08-10 08:45:00,pH field,ZONE_CZ_NODE_28,7.4
False,2025-08-10 08:30:00,"Chlorine, Free",ZONE_M_NODE_03,0.6
False,2025-08-10 08:30:00,"Chlorine, Total",ZONE_M_NODE_03,0.68
False,2025-08-10 08:30:00,pH field,ZONE_M_NODE_03,7.3
False,2025-08-10 08:30:00,Temperature,ZONE_M_NODE_03,13.6
False,2025-08-10 08:26:00,"Chlorine, Free",ZONE_CX_NODE_19,0.91
False,2025-08-10 08:26:00,"Chlorine, Total",ZONE_CX_NODE_19,1.1
False,2025-08-10 08:26:00,Temperature,ZONE_CX_NODE_19,13.7
False,2025-08-10 08:26:00,pH field,ZONE_CX_NODE_19,7.5
False,2025-08-10 08:15:00,"Chlorine, Free",ZONE_M_NODE_02,0.59
False,2025-08-10 08:15:00,"Chlorine, Total",ZONE_M_NODE_02,0.68
False,2025-08-10 08:15:00,Temperature,ZONE_M_NODE_02,13.9
False,2025-08-10 08:15:00,pH field,ZONE_M_NODE_02,7.3
False,2025-08-10 08:02:00,"Chlorine, Free",ZONE_CZ_NODE_32,0.53
False,2025-08-10 08:02:00,"Chlorine, Total",ZONE_CZ_NODE_32,0.83
False,2025-08-10 08:02:00,Temperature,ZONE_CZ_NODE_32,14.1
False,2025-08-10 08:02:00,pH field,ZONE_CZ_NODE_32,7.5
False,2025-08-10 08:00:00,"Chlorine, Free",ZONE_BJ_NODE_02,0.68
False,2025-08-10 08:00:00,"Chlorine, Total",ZONE_BJ_NODE_02,0.78
False,2025-08-10 08:00:00,pH field,ZONE_BJ_NODE_02,7.4
False,2025-08-10 08:00:00,Temperature,ZONE_BJ_NODE_02,13.5
False,2025-08-10 07:45:00,"Chlorine, Free",ZONE_AN_NODE_07,0.7
False,2025-08-10 07:45:00,"Chlorine, Total",ZONE_AN_NODE_07,0.8
False,2025-08-10 07:45:00,pH field,ZONE_AN_NODE_07,7.3
False,2025-08-10 07:45:00,Temperature,ZONE_AN_NODE_07,12.8
False,2025-08-10 07:41:00,"Chlorine, Free",ZONE_CX_NODE_15,0.87
False,2025-08-10 07:41:00,"Chlorine, Total",ZONE_CX_NODE_15,0.96
False,2025-08-10 07:41:00,pH field,ZONE_CX_NODE_15,7.5
False,2025-08-10 07:41:00,Temperature,ZONE_CX_NODE_15,14.0
False,2025-08-10 07:30:00,"Chlorine, Free",ZONE_DG_NODE_06,0.74
False,2025-08-10 07:30:00,"Chlorine, Total",ZONE_DG_NODE_06,0.84
False,2025-08-10 07:30:00,pH field,ZONE_DG_NODE_06,7.2
False,2025-08-10 07:30:00,Temperature,ZONE_DG_NODE_06,12.7
False,2025-08-10 07:18:00,"Chlorine, Free",ZONE_AY_NODE_04,0.54
False,2025-08-10 07:18:00,"Chlorine, Total",ZONE_AY_NODE_04,0.84
False,2025-08-10 07:18:00,pH field,ZONE_AY_NODE_04,7.7
False,2025-08-10 07:18:00,Temperature,ZONE_AY_NODE_04,15.7
False,2025-07-10 14:14:00,"Chlorine, Free",ZONE_BB_NODE_11,0.56
False,2025-07-10 14:14:00,"Chlorine, Total",ZONE_BB_NODE_11,1.0
False,2025-07-10 14:14:00,Temperature,ZONE_BB_NODE_11,14.2
False,2025-07-10 14:14:00,pH field,ZONE_BB_NODE_11,7.3
False,2025-07-10 13:56:00,"Chlorine, Free",ZONE_CQ_NODE_02,0.61
False,2025-07-10 13:56:00,"Chlorine, Total",ZONE_CQ_NODE_02,0.96
False,2025-07-10 13:56:00,pH field,ZONE_CQ_NODE_02,7.9
False,2025-07-10 13:56:00,Temperature,ZONE_CQ_NODE_02,15.1
False,2025-07-10 13:36:00,"Chlorine, Free",ZONE_CQ_NODE_01,0.83
False,2025-07-10 13:36:00,"Chlorine, Total",ZONE_CQ_NODE_01,1.0
False,2025-07-10 13:36:00,pH field,ZONE_CQ_NODE_01,7.9
False,2025-07-10 13:36:00,Temperature,ZONE_CQ_NODE_01,14.5
False,2025-07-10 12:40:00,"Chlorine, Free",ZONE_DF_NODE_01,1.0
False,2025-07-10 12:40:00,"Chlorine, Total",ZONE_DF_NODE_01,1.2
False,2025-07-10 12:40:00,pH field,ZONE_DF_NODE_01,8.1
False,2025-07-10 12:40:00,Temperature,ZONE_DF_NODE_01,15.7
False,2025-07-10 12:30:00,"Chlorine, Free",ZONE_AP_NODE_14,0.92
False,2025-07-10 12:30:00,"Chlorine, Total",ZONE_AP_NODE_14,1.1
False,2025-07-10 12:30:00,pH field,ZONE_AP_NODE_14,7.8
False,2025-07-10 12:30:00,Temperature,ZONE_AP_NODE_14,13.4
False,2025-07-10 12:22:00,"Chlorine, Free",ZONE_CT_NODE_07,0.58
False,2025-07-10 12:22:00,"Chlorine, Total",ZONE_CT_NODE_07,0.72
False,2025-07-10 12:22:00,Temperature,ZONE_CT_NODE_07,14.7
False,2025-07-10 12:22:00,pH field,ZONE_CT_NODE_07,7.3
False,2025-07-10 12:15:00,"Chlorine, Free",ZONE_AJ_NODE_09,1.0
False,2025-07-10 12:15:00,"Chlorine, Total",ZONE_AJ_NODE_09,1.2
False,2025-07-10 12:15:00,pH field,ZONE_AJ_NODE_09,7.8
False,2025-07-10 12:15:00,Temperature,ZONE_AJ_NODE_09,14.8
False,2025-07-10 12:15:00,"Chlorine, Free",ZONE_AP_NODE_02,0.94
False,2025-07-10 12:15:00,"Chlorine, Total",ZONE_AP_NODE_02,1.1
False,2025-07-10 12:15:00,pH field,ZONE_AP_NODE_02,8.0
False,2025-07-10 12:15:00,Temperature,ZONE_AP_NODE_02,13.2
False,2025-07-10 12:11:00,"Chlorine, Free",ZONE_AT_NODE_06,0.58
False,2025-07-10 12:11:00,"Chlorine, Total",ZONE_AT_NODE_06,0.81
False,2025-07-10 12:11:00,pH field,ZONE_AT_NODE_06,7.8
False,2025-07-10 12:11:00,Temperature,ZONE_AT_NODE_06,15.5
False,2025-07-10 12:00:00,"Chlorine, Free",ZONE_CX_NODE_26,1.0
False,2025-07-10 12:00:00,"Chlorine, Total",ZONE_CX_NODE_26,1.2
False,2025-07-10 12:00:00,pH field,ZONE_CX_NODE_26,8.1
False,2025-07-10 12:00:00,Temperature,ZONE_CX_NODE_26,15.2
False,2025-07-10 12:00:00,"Chlorine, Free",ZONE_CX_NODE_13,0.44
False,2025-07-10 12:00:00,"Chlorine, Total",ZONE_CX_NODE_13,0.55
False,2025-07-10 12:00:00,Temperature,ZONE_CX_NODE_13,14.2
False,2025-07-10 12:00:00,pH field,ZONE_CX_NODE_13,7.8
False,2025-07-10 12:00:00,"Chlorine, Free",ZONE_AP_NODE_06,0.88
False,2025-07-10 12:00:00,"Chlorine, Total",ZONE_AP_NODE_06,1.0
False,2025-07-10 12:00:00,Temperature,ZONE_AP_NODE_06,14.1
False,2025-07-10 12:00:00,pH field,ZONE_AP_NODE_06,7.9
False,2025-07-10 11:59:00,"Chlorine, Free",ZONE_BH_NODE_15,0.6
False,2025-07-10 11:59:00,"Chlorine, Total",ZONE_BH_NODE_15,0.73
False,2025-07-10 11:59:00,pH field,ZONE_BH_NODE_15,8.3
False,2025-07-10 11:59:00,Temperature,ZONE_BH_NODE_15,10.8
False,2025-07-10 11:45:00,"Chlorine, Free",ZONE_CX_NODE_25,1.0
False,2025-07-10 11:45:00,"Chlorine, Total",ZONE_CX_NODE_25,1.2
False,2025-07-10 11:45:00,pH field,ZONE_CX_NODE_25,7.5
False,2025-07-10 11:45:00,Temperature,ZONE_CX_NODE_25,14.3
False,2025-07-10 11:45:00,pH field,ZONE_AJ_NODE_08,8.0
False,2025-07-10 11:45:00,Temperature,ZONE_AJ_NODE_08,15.4
False,2025-07-10 11:45:00,"Chlorine, Free",ZONE_CL_NODE_07,0.82
False,2025-07-10 11:45:00,"Chlorine, Total",ZONE_CL_NODE_07,1.0
False,2025-07-10 11:45:00,Temperature,ZONE_CL_NODE_07,14.5
False,2025-07-10 11:45:00,pH field,ZONE_CL_NODE_07,8.0
False,2025-07-10 11:45:00,"Chlorine, Free",ZONE_AJ_NODE_08,0.9
False,2025-07-10 11:45:00,"Chlorine, Total",ZONE_AJ_NODE_08,1.1
False,2025-07-10 11:40:00,"Chlorine, Free",ZONE_CS_NODE_01,0.95
False,2025-07-10 11:40:00,"Chlorine, Total",ZONE_CS_NODE_01,1.1
True,2025-07-10 11:40:00,pH field,ZONE_CS_NODE_01,8.9
False,2025-07-10 11:40:00,Temperature,ZONE_CS_NODE_01,12.5
False,2025-07-10 11:40:00,"Chlorine, Free",ZONE_CL_NODE_06,0.48
False,2025-07-10 11:40:00,"Chlorine, Total",ZONE_CL_NODE_06,0.6
False,2025-07-10 11:40:00,pH field,ZONE_CL_NODE_06,7.5
False,2025-07-10 11:40:00,Temperature,ZONE_CL_NODE_06,14.3
False,2025-07-10 11:30:00,"Chlorine, Free",ZONE_DE_NODE_01,2.0
False,2025-07-10 11:30:00,"Chlorine, Total",ZONE_DE_NODE_01,2.2
False,2025-07-10 11:30:00,pH field,ZONE_DE_NODE_01,6.9
False,2025-07-10 11:30:00,Temperature,ZONE_DE_NODE_01,14.8
False,2025-07-10 11:26:00,"Chlorine, Free",ZONE_BH_NODE_18,0.64
False,2025-07-10 11:26:00,"Chlorine, Total",ZONE_BH_NODE_18,0.81
False,2025-07-10 11:26:00,pH field,ZONE_BH_NODE_18,8.5
False,2025-07-10 11:26:00,Temperature,ZONE_BH_NODE_18,9.4
False,2025-07-10 11:15:00,"Chlorine, Free",ZONE_B_NODE_01,1.6
False,2025-07-10 11:15:00,"Chlorine, Total",ZONE_B_NODE_01,1.7
False,2025-07-10 11:15:00,pH field,ZONE_B_NODE_01,7.4
False,2025-07-10 11:15:00,Temperature,ZONE_B_NODE_01,14.4
False,2025-07-10 11:09:00,pH field,ZONE_BX_NODE_05,7.4
False,2025-07-10 11:09:00,Temperature,ZONE_BX_NODE_05,15.5
False,2025-07-10 11:09:00,"Chlorine, Free",ZONE_BX_NODE_05,0.63
False,2025-07-10 11:09:00,"Chlorine, Total",ZONE_BX_NODE_05,0.76
False,2025-07-10 11:08:00,"Chlorine, Free",ZONE_BH_NODE_20,0.51
False,2025-07-10 11:08:00,"Chlorine, Total",ZONE_BH_NODE_20,0.75
False,2025-07-10 11:08:00,pH field,ZONE_BH_NODE_20,8.2
False,2025-07-10 11:08:00,Temperature,ZONE_BH_NODE_20,9.6
False,2025-07-10 11:00:00,"Chlorine, Free",ZONE_CR_NODE_04,1.4
False,2025-07-10 11:00:00,"Chlorine, Total",ZONE_CR_NODE_04,1.5
False,2025-07-10 11:00:00,pH field,ZONE_CR_NODE_04,7.1
False,2025-07-10 11:00:00,Temperature,ZONE_CR_NODE_04,14.4
False,2025-07-10 11:00:00,"Chlorine, Free",ZONE_DF_NODE_05,0.83
False,2025-07-10 11:00:00,"Chlorine, Total",ZONE_DF_NODE_05,0.94
False,2025-07-10 11:00:00,pH field,ZONE_DF_NODE_05,7.7
False,2025-07-10 11:00:00,Temperature,ZONE_DF_NODE_05,14.3
False,2025-07-10 10:45:00,"Chlorine, Free",ZONE_DF_NODE_06,0.95
False,2025-07-10 10:45:00,"Chlorine, Total",ZONE_DF_NODE_06,1.0
False,2025-07-10 10:45:00,pH field,ZONE_DF_NODE_06,7.9
False,2025-07-10 10:45:00,Temperature,ZONE_DF_NODE_06,14.7
False,2025-07-10 10:44:00,"Chlorine, Free",ZONE_BX_NODE_19,0.67
False,2025-07-10 10:44:00,"Chlorine, Total",ZONE_BX_NODE_19,0.8
False,2025-07-10 10:44:00,pH field,ZONE_BX_NODE_19,7.5
False,2025-07-10 10:44:00,Temperature,ZONE_BX_NODE_19,15.1
False,2025-07-10 10:40:00,"Chlorine, Free",ZONE_K_NODE_01,1.0
False,2025-07-10 10:40:00,"Chlorine, Total",ZONE_K_NODE_01,1.2
False,2025-07-10 10:40:00,pH field,ZONE_K_NODE_01,7.7
False,2025-07-10 10:40:00,Temperature,ZONE_K_NODE_01,16.2
False,2025-07-10 10:30:00,"Chlorine, Free",ZONE_CJ_NODE_06,0.65
False,2025-07-10 10:30:00,"Chlorine, Total",ZONE_CJ_NODE_06,0.76
False,2025-07-10 10:30:00,pH field,ZONE_CJ_NODE_06,7.8
False,2025-07-10 10:30:00,Temperature,ZONE_CJ_NODE_06,15.3
False,2025-07-10 10:28:00,"Chlorine, Free",ZONE_AE_NODE_02,0.63
False,2025-07-10 10:28:00,"Chlorine, Total",ZONE_AE_NODE_02,0.77
False,2025-07-10 10:28:00,pH field,ZONE_AE_NODE_02,7.5
False,2025-07-10 10:28:00,Temperature,ZONE_AE_NODE_02,14.9
False,2025-07-10 10:25:00,"Chlorine, Free",ZONE_CR_NODE_07,0.96
False,2025-07-10 10:25:00,"Chlorine, Total",ZONE_CR_NODE_07,1.1
False,2025-07-10 10:25:00,pH field,ZONE_CR_NODE_07,8.1
False,2025-07-10 10:25:00,Temperature,ZONE_CR_NODE_07,12.4
False,2025-07-10 10:21:00,"Chlorine, Free",ZONE_BH_NODE_21,0.58
False,2025-07-10 10:21:00,"Chlorine, Total",ZONE_BH_NODE_21,0.77
False,2025-07-10 10:21:00,pH field,ZONE_BH_NODE_21,8.2
False,2025-07-10 10:21:00,Temperature,ZONE_BH_NODE_21,10.5
False,2025-07-10 10:20:00,"Chlorine, Free",ZONE_CR_NODE_02,1.4
False,2025-07-10 10:20:00,"Chlorine, Total",ZONE_CR_NODE_02,1.9
False,2025-07-10 10:20:00,pH field,ZONE_CR_NODE_02,7.6
False,2025-07-10 10:20:00,Temperature,ZONE_CR_NODE_02,13.0
False,2025-07-10 10:15:00,"Chlorine, Free",ZONE_CJ_NODE_21,0.72
False,2025-07-10 10:15:00,"Chlorine, Total",ZONE_CJ_NODE_21,0.88
False,2025-07-10 10:15:00,Temperature,ZONE_CJ_NODE_21,14.3
False,2025-07-10 10:15:00,pH field,ZONE_CJ_NODE_21,7.7
False,2025-07-10 10:10:00,"Chlorine, Free",ZONE_Z_NODE_20,0.4
False,2025-07-10 10:10:00,"Chlorine, Total",ZONE_Z_NODE_20,0.56
False,2025-07-10 10:10:00,pH field,ZONE_Z_NODE_20,7.6
False,2025-07-10 10:10:00,Temperature,ZONE_Z_NODE_20,14.3
False,2025-07-10 10:09:00,"Chlorine, Free",ZONE_AE_NODE_03,0.68
False,2025-07-10 10:09:00,"Chlorine, Total",ZONE_AE_NODE_03,0.83
False,2025-07-10 10:09:00,pH field,ZONE_AE_NODE_03,7.4
False,2025-07-10 10:09:00,Temperature,ZONE_AE_NODE_03,14.6
False,2025-07-10 10:00:00,"Chlorine, Free",ZONE_AP_NODE_13,1.1
False,2025-07-10 10:00:00,"Chlorine, Total",ZONE_AP_NODE_13,1.2
False,2025-07-10 10:00:00,pH field,ZONE_AP_NODE_13,7.8
False,2025-07-10 10:00:00,Temperature,ZONE_AP_NODE_13,13.5
False,2025-07-10 10:00:00,"Chlorine, Free",ZONE_BR_NODE_02,0.8
False,2025-07-10 10:00:00,"Chlorine, Total",ZONE_BR_NODE_02,0.99
False,2025-07-10 10:00:00,pH field,ZONE_BR_NODE_02,7.6
False,2025-07-10 10:00:00,Temperature,ZONE_BR_NODE_02,13.7
False,2025-07-10 10:00:00,"Chlorine, Free",ZONE_BS_NODE_03,0.83
False,2025-07-10 10:00:00,"Chlorine, Total",ZONE_BS_NODE_03,1.3
False,2025-07-10 10:00:00,pH field,ZONE_BS_NODE_03,7.7
False,2025-07-10 10:00:00,Temperature,ZONE_BS_NODE_03,14.6
False,2025-07-10 09:55:00,"Chlorine, Free",ZONE_Z_NODE_09,0.49
False,2025-07-10 09:55:00,"Chlorine, Total",ZONE_Z_NODE_09,0.6
False,2025-07-10 09:55:00,Temperature,ZONE_Z_NODE_09,14.2
False,2025-07-10 09:55:00,pH field,ZONE_Z_NODE_09,7.5
False,2025-07-10 09:50:00,"Chlorine, Free",ZONE_F_NODE_07,0.86
False,2025-07-10 09:50:00,"Chlorine, Total",ZONE_F_NODE_07,1.0
False,2025-07-10 09:50:00,Temperature,ZONE_F_NODE_07,13.6
False,2025-07-10 09:50:00,pH field,ZONE_F_NODE_07,7.4
False,2025-07-10 09:45:00,"Chlorine, Free",ZONE_BR_NODE_01,0.72
False,2025-07-10 09:45:00,"Chlorine, Total",ZONE_BR_NODE_01,0.86
False,2025-07-10 09:45:00,pH field,ZONE_BR_NODE_01,7.6
False,2025-07-10 09:45:00,Temperature,ZONE_BR_NODE_01,12.2
False,2025-07-10 09:45:00,"Chlorine, Free",ZONE_BK_NODE_01,0.43
False,2025-07-10 09:45:00,"Chlorine, Total",ZONE_BK_NODE_01,0.79
False,2025-07-10 09:45:00,pH field,ZONE_BK_NODE_01,8.0
False,2025-07-10 09:45:00,Temperature,ZONE_BK_NODE_01,11.9
False,2025-07-10 09:40:00,"Chlorine, Free",ZONE_AP_NODE_15,1.0
False,2025-07-10 09:40:00,"Chlorine, Total",ZONE_AP_NODE_15,1.2
False,2025-07-10 09:40:00,pH field,ZONE_AP_NODE_15,8.0
False,2025-07-10 09:40:00,Temperature,ZONE_AP_NODE_15,12.9
False,2025-07-10 09:40:00,Temperature,ZONE_Z_NODE_03,14.2
False,2025-07-10 09:40:00,pH field,ZONE_Z_NODE_03,7.6
False,2025-07-10 09:40:00,"Chlorine, Free",ZONE_Z_NODE_03,0.5
False,2025-07-10 09:40:00,"Chlorine, Total",ZONE_Z_NODE_03,0.6
False,2025-07-10 09:30:00,"Chlorine, Free",ZONE_BP_NODE_05,1.0
False,2025-07-10 09:30:00,"Chlorine, Total",ZONE_BP_NODE_05,1.2
False,2025-07-10 09:30:00,pH field,ZONE_BP_NODE_05,7.4
False,2025-07-10 09:30:00,Temperature,ZONE_BP_NODE_05,14.3
False,2025-07-10 09:29:00,"Chlorine, Free",ZONE_AG_NODE_02,0.64
False,2025-07-10 09:29:00,"Chlorine, Total",ZONE_AG_NODE_02,0.8
False,2025-07-10 09:29:00,pH field,ZONE_AG_NODE_02,7.4
False,2025-07-10 09:29:00,Temperature,ZONE_AG_NODE_02,14.0
False,2025-07-10 09:20:00,"Chlorine, Free",ZONE_CO_NODE_24,1.1
False,2025-07-10 09:20:00,"Chlorine, Total",ZONE_CO_NODE_24,1.2
False,2025-07-10 09:20:00,Temperature,ZONE_CO_NODE_24,13.7
False,2025-07-10 09:20:00,pH field,ZONE_CO_NODE_24,7.8
False,2025-07-10 09:20:00,"Chlorine, Free",ZONE_Z_NODE_14,0.48
False,2025-07-10 09:20:00,"Chlorine, Total",ZONE_Z_NODE_14,0.58
False,2025-07-10 09:20:00,Temperature,ZONE_Z_NODE_14,14.0
False,2025-07-10 09:20:00,pH field,ZONE_Z_NODE_14,7.4
False,2025-07-10 09:15:00,"Chlorine, Free",ZONE_BP_NODE_08,1.3
False,2025-07-10 09:15:00,"Chlorine, Total",ZONE_BP_NODE_08,1.4
False,2025-07-10 09:15:00,pH field,ZONE_BP_NODE_08,7.6
False,2025-07-10 09:15:00,Temperature,ZONE_BP_NODE_08,15.0
False,2025-07-10 09:11:00,"Chlorine, Free",ZONE_AG_NODE_04,0.58
False,2025-07-10 09:11:00,"Chlorine, Total",ZONE_AG_NODE_04,0.73
False,2025-07-10 09:11:00,Temperature,ZONE_AG_NODE_04,14.0
False,2025-07-10 09:11:00,pH field,ZONE_AG_NODE_04,7.4
False,2025-07-10 09:10:00,"Chlorine, Free",ZONE_Z_NODE_29,0.47
False,2025-07-10 09:10:00,"Chlorine, Total",ZONE_Z_NODE_29,0.58
False,2025-07-10 09:10:00,pH field,ZONE_Z_NODE_29,7.5
False,2025-07-10 09:10:00,Temperature,ZONE_Z_NODE_29,13.7
False,2025-07-10 09:00:00,"Chlorine, Free",ZONE_CO_NODE_31,0.96
False,2025-07-10 09:00:00,"Chlorine, Total",ZONE_CO_NODE_31,1.1
False,2025-07-10 09:00:00,pH field,ZONE_CO_NODE_31,8.2
False,2025-07-10 09:00:00,Temperature,ZONE_CO_NODE_31,13.7
False,2025-07-10 09:00:00,"Chlorine, Free",ZONE_BA_NODE_01,0.84
False,2025-07-10 09:00:00,"Chlorine, Total",ZONE_BA_NODE_01,1.0
False,2025-07-10 09:00:00,pH field,ZONE_BA_NODE_01,7.7
False,2025-07-10 09:00:00,Temperature,ZONE_BA_NODE_01,14.6
False,2025-07-10 08:50:00,"Chlorine, Free",ZONE_AO_NODE_05,0.96
False,2025-07-10 08:50:00,"Chlorine, Total",ZONE_AO_NODE_05,1.1
True,2025-07-10 08:50:00,pH field,ZONE_AO_NODE_05,8.8
False,2025-07-10 08:50:00,Temperature,ZONE_AO_NODE_05,16.2
False,2025-07-10 08:50:00,"Chlorine, Free",ZONE_CV_NODE_08,0.45
False,2025-07-10 08:50:00,"Chlorine, Total",ZONE_CV_NODE_08,0.55
False,2025-07-10 08:50:00,pH field,ZONE_CV_NODE_08,7.5
False,2025-07-10 08:50:00,Temperature,ZONE_CV_NODE_08,14.2
False,2025-07-10 08:46:00,"Chlorine, Free",ZONE_BM_NODE_05,1.1
False,2025-07-10 08:46:00,"Chlorine, Total",ZONE_BM_NODE_05,1.4
False,2025-07-10 08:46:00,pH field,ZONE_BM_NODE_05,7.5
False,2025-07-10 08:46:00,Temperature,ZONE_BM_NODE_05,13.1
False,2025-07-10 08:41:00,"Chlorine, Free",ZONE_F_NODE_14,0.57
False,2025-07-10 08:41:00,"Chlorine, Total",ZONE_F_NODE_14,0.71
False,2025-07-10 08:41:00,pH field,ZONE_F_NODE_14,7.4
False,2025-07-10 08:41:00,Temperature,ZONE_F_NODE_14,14.7
False,2025-07-10 08:35:00,"Chlorine, Free",ZONE_AO_NODE_04,1.0
False,2025-07-10 08:35:00,"Chlorine, Total",ZONE_AO_NODE_04,1.2
True,2025-07-10 08:35:00,pH field,ZONE_AO_NODE_04,8.7
False,2025-07-10 08:35:00,Temperature,ZONE_AO_NODE_04,15.2
False,2025-07-10 08:35:00,"Chlorine, Free",ZONE_I_NODE_02,0.26
False,2025-07-10 08:35:00,"Chlorine, Total",ZONE_I_NODE_02,0.37
False,2025-07-10 08:35:00,pH field,ZONE_I_NODE_02,7.4
False,2025-07-10 08:35:00,Temperature,ZONE_I_NODE_02,15.9
False,2025-07-10 08:30:00,"Chlorine, Free",ZONE_CR_NODE_03,0.64
False,2025-07-10 08:30:00,"Chlorine, Total",ZONE_CR_NODE_03,0.72
False,2025-07-10 08:30:00,pH field,ZONE_CR_NODE_03,7.6
False,2025-07-10 08:30:00,Temperature,ZONE_CR_NODE_03,13.4
False,2025-07-10 08:29:00,"Chlorine, Free",ZONE_BI_NODE_09,0.55
False,2025-07-10 08:29:00,"Chlorine, Total",ZONE_BI_NODE_09,0.78
False,2025-07-10 08:29:00,pH field,ZONE_BI_NODE_09,7.6
False,2025-07-10 08:29:00,Temperature,ZONE_BI_NODE_09,14.5
False,2025-07-10 08:25:00,"Chlorine, Free",ZONE_AK_NODE_01,1.2
False,2025-07-10 08:25:00,"Chlorine, Total",ZONE_AK_NODE_01,1.4
False,2025-07-10 08:25:00,pH field,ZONE_AK_NODE_01,7.4
False,2025-07-10 08:25:00,Temperature,ZONE_AK_NODE_01,12.8
False,2025-07-10 08:20:00,"Chlorine, Free",ZONE_I_NODE_06,0.59
False,2025-07-10 08:20:00,"Chlorine, Total",ZONE_I_NODE_06,0.64
False,2025-07-10 08:20:00,pH field,ZONE_I_NODE_06,7.3
False,2025-07-10 08:20:00,Temperature,ZONE_I_NODE_06,13.6
False,2025-07-10 08:18:00,"Chlorine, Free",ZONE_BW_NODE_01,0.39
False,2025-07-10 08:18:00,"Chlorine, Total",ZONE_BW_NODE_01,0.5
True,2025-07-10 08:18:00,pH field,ZONE_BW_NODE_01,8.6
False,2025-07-10 08:18:00,Temperature,ZONE_BW_NODE_01,14.6
False,2025-07-10 08:15:00,"Chlorine, Free",ZONE_BI_NODE_03,0.78
False,2025-07-10 08:15:00,"Chlorine, Total",ZONE_BI_NODE_03,0.78
False,2025-07-10 08:15:00,pH field,ZONE_BI_NODE_03,7.6
False,2025-07-10 08:15:00,Temperature,ZONE_BI_NODE_03,12.9
False,2025-07-10 08:10:00,"Chlorine, Free",ZONE_CO_NODE_01,0.95
